,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
256,Ahuimanu,75,US,1563766480,94,21.44,-157.84,87.8,14.99
257,Namatanai,71,PG,1563766480,76,-3.66,152.44,81.29,5.73
258,Peto,46,MX,1563766481,71,20.13,-88.92,79.49,2.62
259,Viransehir,0,TR,1563766481,28,37.24,39.76,74.81,1.97
260,Chokurdakh,100,RU,1563766482,83,70.62,147.9,39.17,16.78
261,Oranjemund,0,ZA,1563766482,80,-28.55,16.43,56.09,7.94
262,Iqaluit,90,CA,1563766482,93,63.75,-68.52,39.2,6.93
263,Upernavik,97,GL,1563766482,94,72.79,-56.15,43.13,8.05
264,Chuy,100,UY,1563766483,89,-33.69,-53.46,65.27,13.94
265,Port Augusta,0,AU,1563766483,27,-32.49,137.76,68.0,24.16
266,Ratnagiri,89,IN,1563766483,84,16.98,73.3,81.65,21.05
267,Grand-Lahou,93,CI,1563766484,96,5.24,-5.0,73.01,4.03
268,Khatanga,0,RU,1563766484,28,71.98,102.47,80.39,5.86
269,Vilhena,98,BR,1563766484,56,-12.74,-60.15,72.29,2.86
270,Mpika,0,ZM,1563766484,85,-11.84,31.4,52.67,11.01
271,Akhtubinsk,100,RU,1563766485,56,48.29,46.17,73.37,10.2
272,Rogers,1,US,1563766434,69,36.33,-94.12,84.99,4.7
273,Odda,95,NO,1563766485,90,60.07,6.55,57.99,4.88
274,Guaruja,0,BR,1563766485,59,-23.99,-46.26,64.4,4.7
275,Khromtau,0,KZ,1563766486,58,50.26,58.44,69.77,9.17
276,Souillac,0,FR,1563766486,82,45.6,-0.6,66.99,2.24
277,Markova,75,RU,1563766486,100,52.21,104.21,64.99,4.47
278,Meulaboh,88,ID,1563766487,70,4.14,96.13,80.39,6.62
279,Yokadouma,100,CM,1563766487,99,3.52,15.05,66.53,0.89
280,Beloha,0,MG,1563766487,75,-25.17,45.06,53.03,5.57
281,Kota Belud,75,MY,1563766488,75,6.35,116.43,89.6,4.7
282,Shirokaya Rechka,0,RU,1563766488,77,56.8,60.49,66.2,11.18
283,Nueva Loja,27,EC,1563766488,98,0.08,-76.88,68.51,2.55
284,Urusha,100,RU,1563766489,97,54.05,122.9,58.79,6.78
285,Filingue,100,NE,1563766489,48,14.35,3.32,87.59,1.97
286,Puerto Penasco,99,MX,1563766200,78,31.32,-113.53,86.0,7.0
287,Ust-Kuyga,100,RU,1563766490,60,70.0,135.55,43.67,7.65
288,Gemlik,0,TR,1563766491,100,40.43,29.16,72.0,2.24
289,Los Llanos de Aridane,90,ES,1563766492,68,28.66,-17.92,71.6,14.99
290,Calama,0,CL,1563766492,20,-22.46,-68.93,46.99,13.87
291,Merritt Island,75,US,1563766492,94,28.54,-80.67,81.0,5.01
292,Guadalupe Victoria,90,MX,1563766492,100,21.68,-105.33,68.0,6.76
293,Batagay-Alyta,55,RU,1563766493,51,67.8,130.41,48.35,4.09
294,Karpinsk,100,RU,1563766493,94,59.76,60.01,61.67,1.39
295,Bandarbeyla,100,SO,1563766493,48,9.49,50.81,78.41,28.43
296,Niquero,0,CU,1563766493,71,20.04,-77.58,84.89,9.44
297,Yeppoon,40,AU,1563766494,41,-23.13,150.74,77.0,6.93
298,Araouane,78,ML,1563766494,34,18.9,-3.53,94.43,9.82
299,Esperance,90,AU,1563766494,93,-33.86,121.89,51.8,24.16
300,Rodbyhavn,100,DK,1563766494,91,54.65,11.35,60.01,14.45
301,Kiunga,100,PG,1563766495,76,-6.12,141.3,78.41,2.26
302,Westport,1,US,1563766324,69,41.14,-73.36,86.0,8.05
303,Nioro,69,GM,1563766495,71,13.79,-15.05,79.67,12.28
304,Pangnirtung,99,CA,1563766495,86,66.15,-65.72,44.21,3.67
305,George,94,MW,1563766496,97,-15.35,34.83,53.57,6.53
306,Kirakira,100,SB,1563766496,76,-10.46,161.92,82.55,12.57
307,Axim,86,GH,1563766496,90,4.87,-2.24,76.07,10.96
308,Santa Fe,100,AR,1563766496,56,-31.62,-60.7,63.0,13.0
309,Pontes e Lacerda,100,BR,1563766497,54,-15.23,-59.33,72.83,1.57
310,Teguise,90,ES,1563766497,78,29.06,-13.56,71.6,16.11
311,Candolim,75,IN,1563766497,94,15.52,73.76,78.8,6.93
312,Povenets,2,RU,1563766498,67,62.85,34.83,57.17,1.97
313,Ilulissat,40,GL,1563766498,87,69.22,-51.1,46.4,3.36
314,Tomatlan,100,MX,1563766499,76,19.93,-105.25,80.57,4.85
315,Tucurui,57,BR,1563766499,78,-3.77,-49.67,73.55,1.61
316,Muros,90,ES,1563766500,100,42.77,-9.06,68.0,4.7
317,Flin Flon,12,CA,1563766500,49,54.77,-101.88,67.61,3.24
318,Chiredzi,0,ZW,1563766500,95,-21.05,31.67,46.91,1.88
319,Mincivan,29,AZ,1563766501,59,39.03,46.72,71.93,1.3
320,Russell,1,US,1563766501,73,38.9,-98.86,73.0,5.82
321,Horsham,0,AU,1563766502,55,-36.71,142.2,57.71,21.43
322,Tazovskiy,54,RU,1563766282,84,67.47,78.7,57.53,9.01
323,Northam,75,AU,1563766502,72,-31.65,116.67,59.0,8.05
324,Bandar-e Lengeh,0,IR,1563766419,75,26.56,54.88,91.4,11.41
325,Ilanskiy,3,RU,1563766502,67,56.24,96.06,65.99,5.55
326,Pemba,75,MZ,1563766503,77,-12.97,40.52,69.8,13.87
327,Porto Novo,0,BR,1563766503,77,-23.68,-45.44,60.8,3.36
328,Benesov,0,CZ,1563766503,93,49.78,14.69,61.0,5.82
329,Griffith,0,AU,1563766503,42,-34.29,146.06,62.6,2.24
330,Lucea,20,JM,1563766504,79,18.44,-78.17,84.2,9.17
331,Pisco,90,PE,1563766482,87,-13.71,-76.2,61.0,9.17
332,Oistins,75,BB,1563766504,78,13.07,-59.53,82.4,14.99
333,Lambarene,100,GA,1563766504,91,-0.7,10.22,70.85,3.36
334,Innisfail,93,AU,1563766505,53,-17.52,146.03,75.0,3.0
335,Kastamonu,0,TR,1563766207,82,41.38,33.78,52.13,2.1
336,Biltine,83,TD,1563766505,51,14.53,20.93,79.85,4.83
337,Berlevag,0,NO,1563766506,63,70.86,29.09,66.2,11.41
338,Lavrentiya,58,RU,1563766506,80,65.58,-170.99,52.31,15.57
339,Barcelona,0,ES,1563766314,69,41.38,2.18,77.0,4.7
340,Marsa Matruh,0,EG,1563766506,73,31.35,27.25,75.2,5.82
341,Kursenai,40,LT,1563766506,93,55.98,22.92,60.8,8.05
342,Mbini,40,GQ,1563766507,100,1.58,9.62,75.2,4.7
343,Arraial do Cabo,5,BR,1563766507,79,-22.97,-42.02,69.41,25.37
344,Chapais,75,CA,1563766507,71,49.78,-74.86,53.6,4.7
345,Morondava,0,MG,1563766508,62,-20.3,44.28,63.83,19.62
346,Parintins,5,BR,1563766508,91,-2.63,-56.73,72.83,5.75
347,Lazaro Cardenas,20,MX,1563766508,25,28.39,-105.62,87.8,6.93
348,Nishihara,75,JP,1563766509,100,35.74,139.53,78.01,4.7
349,Casimiro Castillo,100,MX,1563766509,89,19.6,-104.44,71.57,2.19
350,Bikin,98,RU,1563766509,78,46.82,134.25,72.65,3.8
351,Palmer,0,AU,1563766510,39,-34.85,139.16,64.99,25.28
352,Dingle,9,PH,1563766510,70,11.0,122.67,85.61,4.36
353,Yerbogachen,100,RU,1563766510,39,61.28,108.01,70.85,12.71
354,Palma di Montechiaro,0,IT,1563766511,88,37.19,13.77,72.0,4.36
355,Flic en Flac,75,MU,1563766511,88,-20.27,57.36,70.0,6.93
356,Floro,100,NO,1563766511,71,61.6,5.03,57.2,13.87
357,Wanning,28,AT,1563766512,93,48.64,13.53,63.0,1.12
358,Posse,0,BR,1563766512,54,-14.08,-46.36,70.13,10.02
359,Lavumisa,0,ZA,1563766512,86,-27.31,31.88,37.4,1.12
360,Mount Gambier,40,AU,1563766512,48,-37.83,140.78,62.6,21.92
361,Bathsheba,75,BB,1563766513,78,13.22,-59.52,82.4,14.99
362,Warwick,75,US,1563766513,62,41.7,-71.42,84.2,4.7
363,Vostok,96,RU,1563766513,63,46.45,135.83,75.53,5.95
364,Kununurra,45,AU,1563766514,40,-15.77,128.74,86.0,5.82
365,Imbituba,40,BR,1563766514,88,-28.24,-48.67,66.2,11.41
366,Braila,0,IT,1563766514,73,45.95,10.93,73.4,5.82
367,Adwa,67,ET,1563766514,85,14.16,38.9,61.49,2.1
368,Mecca,0,SA,1563766389,47,21.43,39.83,81.65,7.54
369,Celestun,100,MX,1563766515,79,20.87,-90.4,82.73,19.51
370,Marawi,100,PH,1563766515,81,8.0,124.29,84.0,5.01
371,Vila Velha,40,BR,1563766516,74,-3.71,-38.6,78.8,8.05
372,La Ronge,20,CA,1563766516,64,55.1,-105.3,69.8,3.36
373,Noumea,0,NC,1563766516,49,-22.28,166.46,73.4,12.75
374,Nemuro,75,JP,1563766516,72,43.32,145.57,68.0,10.29
375,Mayumba,99,GA,1563766516,91,-3.44,10.65,71.21,5.08
376,Nome,1,US,1563766517,100,30.04,-94.42,82.99,6.04
377,Koygorodok,0,RU,1563766517,76,60.44,51.01,61.31,2.8
378,Antalaha,0,MG,1563766517,96,-14.9,50.28,62.39,3.78
379,Avera,1,US,1563766518,65,33.19,-82.53,86.0,5.82
380,Kedrovyy,75,RU,1563766518,100,56.17,91.82,53.6,6.71
381,Haines Junction,92,CA,1563766518,66,60.75,-137.51,59.15,8.46
382,Kavaratti,75,IN,1563766519,79,10.57,72.64,84.2,11.41
383,Daokou,25,CN,1563766519,47,35.61,105.12,69.41,7.7
384,Codrington,0,AU,1563766519,43,-28.95,153.24,73.4,6.93
385,Karnal,0,IN,1563766520,55,29.68,76.99,91.91,7.16
386,Oudtshoorn,0,ZA,1563766520,31,-33.59,22.2,60.8,10.29
387,Naberera,58,TZ,1563766520,96,-4.2,36.93,54.29,6.71
388,Petrivka,0,UA,1563766521,93,46.91,30.72,66.2,3.87
389,Farah,0,AF,1563766522,13,32.37,62.11,91.91,4.76
390,Say,40,NE,1563766522,83,13.1,2.36,80.6,1.12
391,Maturin,7,VE,1563766522,88,9.75,-63.18,70.67,3.69
392,Tiarei,20,PF,1563766522,65,-17.53,-149.33,78.8,20.8
393,Ust-Nera,41,RU,1563766523,47,64.57,143.24,45.65,10.29
394,Ponta Delgada,20,PT,1563766523,94,37.73,-25.67,71.6,14.99
395,Sao Joao da Barra,0,BR,1563766523,94,-21.64,-41.05,63.11,4.21
396,Mitu,0,IR,1563766523,28,36.2,46.09,71.39,0.63
397,Doka,100,SD,1563766524,85,13.52,35.76,71.03,12.19
398,Itacare,75,BR,1563766524,83,-14.28,-39.0,75.2,17.22
399,Kruisfontein,0,ZA,1563766524,30,-34.0,24.73,51.59,12.75
400,Xining,0,CN,1563766524,47,36.62,101.77,62.03,4.81
401,Luena,0,AO,1563766525,36,-11.78,19.91,47.81,2.28
402,Sao Filipe,3,CV,1563766525,77,14.9,-24.5,75.71,5.66
403,Kangaatsiaq,0,GL,1563766525,91,68.31,-53.46,43.67,8.39
404,Sinnamary,100,GF,1563766525,79,5.38,-52.96,80.75,13.58
405,Chechat,0,IN,1563766526,66,24.77,75.88,89.6,12.06
406,Shubarkuduk,0,KZ,1563766526,43,49.15,56.49,75.89,5.44
407,Puerto Cabezas,22,NI,1563766526,91,14.04,-83.39,76.07,4.09
408,Zhangye,0,CN,1563766527,34,38.94,100.46,70.67,4.65
409,Seoul,75,KR,1563766308,66,37.57,126.98,84.2,9.82
410,Gorontalo,35,ID,1563766527,56,0.54,123.06,83.99,10.16
411,Dosso,100,NE,1563766527,63,13.05,3.19,82.55,10.27
412,Mozarlandia,63,BR,1563766371,49,-14.74,-50.57,69.59,3.71
413,Dukat,14,AL,1563766528,53,40.25,19.57,77.0,4.59
414,Bonavista,100,CA,1563766528,80,48.65,-53.11,50.0,10.0
415,Khandagayty,91,MN,1563766529,76,50.73,92.07,59.15,1.77
416,Zhigansk,0,RU,1563766529,30,66.77,123.37,65.09,16.89
417,Panaba,81,MX,1563766529,81,21.28,-88.27,79.85,11.48
418,Laiwu,68,CN,1563766530,51,36.19,117.66,90.83,8.66
419,Pachino,0,IT,1563766530,68,36.72,15.09,68.0,5.82
420,Emba,0,CY,1563766530,73,34.81,32.42,75.2,6.93
421,Shache,43,CN,1563766531,14,38.42,77.24,88.85,14.52
422,Vetlanda,26,SE,1563766531,100,57.43,15.09,55.99,8.05
423,Boa Vista,75,BR,1563766450,78,2.82,-60.67,80.6,5.82
424,Sidrolandia,0,BR,1563766532,49,-20.93,-54.96,71.6,12.75
425,Khorixas,0,NA,1563766532,24,-20.37,14.96,57.17,6.26
426,Tezu,100,IN,1563766532,82,27.93,96.16,77.51,0.78
427,Santa Lucia,0,IT,1563766532,82,41.98,12.66,75.0,4.7
428,Mwinilunga,0,ZM,1563766533,43,-11.73,24.43,49.79,5.3
429,Toledo,0,ES,1563766412,28,39.86,-4.02,82.99,18.19
430,Mubi,98,NG,1563766533,92,10.27,13.26,69.41,4.32
431,Biak,0,ID,1563766533,66,-0.91,122.88,72.65,5.64
432,Nizwa,0,OM,1563766534,54,22.93,57.53,81.65,3.62
433,High Prairie,67,CA,1563766534,78,55.43,-116.48,67.25,9.08
434,San Jose,1,HN,1563766534,83,14.25,-87.96,77.0,6.93
435,Pueblo Nuevo,0,AR,1563766534,43,-32.93,-68.73,50.0,4.7
436,San Fernando,40,TT,1563766535,100,10.28,-61.46,79.0,4.7
437,Stepnyak,100,KZ,1563766535,67,52.83,70.79,72.11,2.28
438,Thinadhoo,88,MV,1563766535,78,0.53,72.93,82.91,15.12
439,Pallasovka,100,RU,1563766535,56,50.04,46.89,73.37,4.27
440,Hambantota,90,LK,1563766536,100,6.12,81.12,77.0,5.82
441,Nivala,71,FI,1563766536,77,63.93,24.96,61.0,4.68
442,Labuhan,0,ID,1563766536,43,-2.54,115.51,87.95,2.84
443,Leatherhead,75,GB,1563766537,93,51.3,-0.33,64.4,8.05
444,Valdivia,67,CL,1563766446,100,-39.81,-73.25,35.6,2.24
445,Saint-Joseph,0,FR,1563766537,88,43.56,6.97,73.99,3.36
446,Sikasso,63,ML,1563766537,96,11.32,-5.68,69.77,3.42
447,Papar,75,MY,1563766537,75,5.73,115.93,89.6,4.7
448,Grindavik,0,IS,1563766538,93,63.84,-22.43,55.4,5.82
449,Broome,99,GB,1563766538,82,52.47,1.45,63.0,12.75
450,Burnie,84,AU,1563766426,70,-41.05,145.91,54.29,11.74
451,Dunedin,34,NZ,1563766415,90,-45.87,170.5,50.0,7.0
452,Padang,12,ID,1563766539,78,-0.92,100.36,80.75,6.35
453,Kayes,100,ML,1563766539,63,14.44,-11.44,84.89,14.58
454,Vardo,1,US,1563766539,100,39.62,-77.74,77.0,4.7
455,Venice,1,US,1563766467,88,27.1,-82.45,77.0,10.42
456,Omsukchan,100,RU,1563766540,91,62.53,155.8,38.99,5.95
457,Altay,8,CN,1563766540,45,47.83,88.13,64.19,6.42
458,Ibia,74,NG,1563766543,95,5.18,6.32,73.91,3.71
459,Hamilton,75,CA,1563766543,60,43.26,-79.87,75.2,8.05
460,Kukshi,37,IN,1563766543,75,22.21,74.76,83.45,5.82
461,Lagoa,0,PT,1563766544,57,37.14,-8.45,75.2,5.82
462,Port-Cartier,40,CA,1563766544,67,50.03,-66.88,60.8,6.93
463,Divnogorsk,75,RU,1563766544,100,55.96,92.38,53.6,6.71
464,Bilibino,100,RU,1563766545,56,68.06,166.44,45.83,16.31
465,Derzhavinsk,0,KZ,1563766545,64,51.1,66.31,69.23,18.84
466,Linjiang,57,CN,1563766545,60,41.81,126.91,80.57,6.02
467,Kasumkent,4,RU,1563766546,49,41.68,48.15,74.45,4.97
468,Mwense,0,ZM,1563766547,56,-10.39,28.7,55.19,3.78
469,Atasu,0,KZ,1563766547,63,48.68,71.64,71.93,21.0
470,La Union,100,GT,1563766547,1,14.97,-89.29,78.01,4.16
471,Vanimo,99,PG,1563766548,71,-2.67,141.3,82.91,4.5
472,Hailar,32,CN,1563766548,62,49.2,119.7,70.49,12.8
473,Xichang,98,CN,1563766548,88,27.88,102.25,67.97,2.75
474,Namie,75,JP,1563766549,94,37.52,140.86,75.0,3.36
475,Buraydah,0,SA,1563766549,31,26.33,43.97,78.8,4.7
476,Puerto Escondido,75,MX,1563766549,74,15.86,-97.07,82.4,1.72
477,Erzin,0,TR,1563766549,61,36.95,36.2,80.6,14.99
478,Beaupre,5,CA,1563766550,93,47.04,-70.9,69.01,2.24
479,Alzamay,0,RU,1563766550,50,55.55,98.67,72.83,2.42
480,Biskupiec,5,PL,1563766550,97,53.87,20.96,55.55,8.01
481,San Carlos,100,NI,1563766551,1,11.12,-84.78,72.0,21.0
482,Naujoji Akmene,40,LT,1563766551,93,56.32,22.9,60.8,8.05
483,Avesta,100,SE,1563766551,100,60.15,16.18,60.01,2.24
484,Lufilufi,40,WS,1563766551,66,-13.87,-171.6,86.0,3.36
485,Eureka,1,US,1563766321,77,40.8,-124.16,61.0,6.93
486,Mandal,100,MN,1563766552,81,48.82,106.5,65.27,3.13
487,Pearl Lagoon,93,NI,1563766552,96,12.34,-83.67,73.73,2.62
488,Lasa,0,CY,1563766553,64,34.92,32.53,75.2,4.7
489,Bereznik,48,RU,1563766553,79,62.86,42.71,54.11,5.61
490,Amahai,100,ID,1563766553,95,-3.31,129.0,81.0,1.01
491,North Bend,20,US,1563766554,82,43.41,-124.22,63.0,11.41
492,Port-Gentil,100,GA,1563766493,84,-0.72,8.78,75.89,15.75
493,Abnub,0,EG,1563766555,50,27.27,31.15,77.0,6.93
494,Ayan,20,IR,1563766555,49,38.23,44.7,69.8,2.24
495,Oxbow,1,CA,1563766558,68,49.23,-102.17,68.0,3.36
496,Ixtapa,90,MX,1563766558,100,20.71,-105.21,75.99,4.7
497,San Quintin,100,PH,1563766558,72,17.54,120.52,85.25,5.95
498,San Borja,7,BO,1563766558,72,-14.86,-66.75,73.19,1.39
499,Margate,75,AU,1563766559,51,-43.03,147.26,63.0,19.46
500,Sulangan,100,PH,1563766559,68,11.14,123.72,83.81,3.04
501,Manisa,0,TR,1563766559,76,38.62,27.43,75.2,5.82
502,Otterup,100,DK,1563766559,100,55.52,10.4,59.0,3.36
503,Feldbach,75,AT,1563766560,100,46.95,15.89,64.99,2.24
504,Pingdingshan,76,CN,1563766560,46,33.74,113.3,95.15,8.57
505,Faya,0,SA,1563766560,22,18.39,42.45,68.0,7.54
506,Rio Grande,4,BR,1563766561,83,-32.03,-52.1,64.0,1.01
507,Kaohsiung,75,TW,1563766561,70,22.62,120.31,84.2,14.99
508,Talcahuano,20,CL,1563766561,81,-36.72,-73.12,44.6,4.7
509,Mackay,20,CA,1563766561,64,53.65,-115.58,71.6,10.29
510,Paamiut,18,GL,1563766562,93,61.99,-49.67,41.33,16.49
511,Trowbridge,100,GB,1563766562,88,51.32,-2.2,64.99,12.75
512,Coihaique,40,CL,1563766217,86,-45.58,-72.07,33.8,1.12
